id,observed_on,latitude,longitude,common_name
862674,2010-03-30,27.742643,-83.537238,Forbes's Sea Star
862677,2009-02-09,27.742643,-83.537238,Flat Sea Star
862740,2011-03-12,27.742643,-83.537238,Gray Sea Star
862741,2012-12-13,27.742643,-83.537238,Gray Sea Star
862767,2008-03-06,27.742643,-83.537238,Angular Brittle Star
862768,2009-06-08,27.742643,-83.537238,Angular Brittle Star
862769,2008-09-19,27.742643,-83.537238,Angular Brittle Star
862770,2009-06-10,27.742643,-83.537238,Angular Brittle Star
862771,2010-05-03,27.742643,-83.537238,Angular Brittle Star
862772,2010-05-03,27.742643,-83.537238,Angular Brittle Star
862773,2012-05-23,27.742643,-83.537238,Angular Brittle Star
862775,2010-05-03,27.742643,-83.537238,Angular Brittle Star
867697,2011-01-02,29.703949,-81.226494,Forbes's Sea Star
1064800,2014-11-09,36.7341758971,-75.9732048959,Forbes's Sea Star
1064801,2014-11-09,36.608981489,-75.9610383958,Forbes's Sea Star
1077114,2013-08-13,26.117388,-97.217398,Gray Sea Star
1087260,2014-11-21,29.671722,-81.212397,Flat Sea Star
1090497,2014-11-22,29.7712709941,-81.2522672397,Forbes's Sea Star
1152558,2014-12-30,27.829281,-82.832033,
1242395,2015-02-19,27.6761615742,-97.1660226212,Gray Sea Star
1268659,2015-03-01,29.709243,-81.230854,Forbes's Sea Star
1269214,2015-03-02,30.699999,-81.428089,Forbes's Sea Star
1303196,2015-03-18,28.8976666667,-82.7310416667,Conical Spined Sea Star
1308289,2015-03-17,25.824323,-81.486068,Nine-armed Sea Star
1333075,2015-03-11,30.357864,-88.677817,Sea Stars
1358025,2014-03-28,18.228057,-87.832979,Red Cushion Sea Star
1465385,2015-05-06,19.35591,-81.283026,Red Cushion Sea Star
1465387,2015-05-06,19.35605,-81.283204,Red Cushion Sea Star
1492292,2015-02-22,32.78408,-79.7890633333,Forbes's Sea Star
1525835,2013-12-03,26.1378333333,-97.1686666667,Luidia Sea Stars
1556533,2015-05-28,39.060537,-74.773204,Forbes's Sea Star
1568618,2015-05-31,25.7515304026,-80.1460380498,Red Cushion Sea Star
1570234,2015-03-28,30.235901,-88.669948,Luidia Sea Stars
1702539,2015-06-28,30.2785416667,-87.545355,Two-banded Sea Star
1733957,2015-06-26,24.877984,-80.676732,Oersted's Brittle Star
1739063,2015-06-26,24.877984,-80.676732,Reticulated Brittle Star
1772872,2013-11-09,34.624168,-76.735382,Small-spine Sea Star
1790475,2014-02-22,19.645983,-90.695014,
1796195,2015-03-26,29.883537,-81.273156,Flat Sea Star
1807546,2015-07-27,21.472654,-86.790456,Red Cushion Sea Star
1875253,2013-05-22,19.584973,-96.379252,
1883056,2015-08-20,21.210019,-86.743927,Red Cushion Sea Star
1941008,2015-09-10,21.21258,-86.74324,
2015795,2015-09-30,26.481142,-82.18194,Small-spine Sea Star
2015813,2015-09-30,26.481026,-82.181876,Nine-armed Sea Star
2051609,2015-10-01,25.725976,-80.154057,Little Six-arm Brittle Star
2051612,2015-10-01,25.725976,-80.154057,Little Six-arm Brittle Star
2081001,2015-10-05,27.832336,-97.120686,Brittle Stars
2087632,2015-09-29,26.464058,-82.165961,Elegant Brittle Star
2088840,2015-10-05,27.8271883333,-97.1470555,Brittle Stars
2119642,2015-10-15,27.8382,-97.0843194444,Brittle Stars
2119643,2015-10-15,27.8382,-97.0843194444,Long-armed Burrowing Brittle Stars
2120687,2015-08-17,20.422984,-86.922343,Red Cushion Sea Star
2120750,2013-10-26,27.833916,-97.061099,Brittle Stars
2147326,2015-10-15,27.836951,-97.092361,Long-armed Burrowing Brittle Stars
2210536,2015-10-05,27.8367583333,-97.05185,Gray Sea Star
2210541,2015-10-05,27.82893,-97.1423111667,Brittle Stars
2261758,2015-10-14,27.833916,-97.061099,Sea Stars and Brittle Stars
2278543,2012-12-21,26.392485,-81.881897,Nine-armed Sea Star
2333875,2015-10-23,20.316216,-87.012963,Red Cushion Sea Star
2368362,2015-10-14,27.788382,-97.142039,Long-armed Burrowing Brittle Stars
2375360,2015-11-11,21.206338,-86.732168,Red Cushion Sea Star
2380863,2015-11-14,28.906,-82.741,Two-spined Sea Star
2384737,2015-11-14,28.906,-82.741,Small-spine Sea Star
2389768,2015-10-14,27.833916,-97.061099,burrowing brittle star
2402204,2015-10-15,26.614726,-97.42732,Long-armed Burrowing Brittle Stars
2405305,2015-11-21,27.5356,-80.3491,
2450282,2014-02-02,26.8193333333,-80.042,
2475021,2015-11-25,27.6157083333,-97.2014383333,Gray Sea Star
2505917,2015-12-22,27.1892,-97.367,Two-spined Sea Star
2580981,2016-01-14,30.59738,-81.4421083333,Forbes's Sea Star
2635234,2013-08-12,29.767355,-85.40359,Small-spine Sea Star
2698033,2013-05-15,18.694184,-95.179913,
2717687,2016-02-12,27.9756755829,-82.8304367065,Gray Sea Star
2741344,2016-03-03,26.2992956357,-81.8341383171,Nine-armed Sea Star
2743305,2014-09-28,34.535556,-76.974444,
2764120,2015-07-16,27.453549,-80.289974,Brittle Stars
2764124,2015-07-16,27.453549,-80.289974,Brittle Stars
2764125,2015-07-16,27.453549,-80.289974,Long-armed Burrowing Brittle Stars
2764190,2015-07-16,27.453549,-80.289974,Long-armed Burrowing Brittle Stars
2764355,2015-06-25,27.453549,-80.289974,smooth brittle star
2804291,2016-03-19,32.001372081,-80.8484674618,Forbes's Sea Star
2830643,2013-04-27,19.175681,-96.093092,
2852621,2016-03-27,21.461007,-86.787164,
2855455,2015-03-13,24.124039,-74.459066,Red Cushion Sea Star
2857567,2016-03-13,18.203262,-87.83535,
2857610,2016-03-13,18.211089,-87.833633,
2857705,2016-03-13,18.200653,-87.83432,Reticulated Brittle Star
2857838,2016-03-13,18.213698,-87.832947,
2857938,2016-03-12,18.708692,-87.695618,Spiny Brittle Star
2870339,2015-04-02,18.173856,-76.394581,Red Cushion Sea Star
2872753,2015-11-01,26.601417,-78.400806,
2872756,2015-11-01,26.601417,-78.400806,Red Cushion Sea Star
2881623,2016-04-02,26.4521833333,-82.0141916667,Small-spine Sea Star
2881649,2015-04-04,26.4194604491,-82.0691891771,Banded-arm Brittle Star
2897398,2016-03-31,21.461787,-86.787962,Red Cushion Sea Star
2914672,2015-11-14,28.906,-82.741,Two-spined Sea Star
2931239,2016-04-04,21.206338,-86.728563,Brittle Stars
2996430,2016-03-07,24.023496,-74.52919,Brittle Stars
2996442,2016-03-07,24.123334,-74.459496,Red Cushion Sea Star
3015964,2016-04-23,27.8590963225,-97.1266203871,Long-armed Burrowing Brittle Stars
3039725,2016-04-20,21.123336,-86.733155,Red Cushion Sea Star
3040005,2016-04-25,21.117171,-86.737661,Guilding's Sea Star
3043536,2016-04-26,29.719067,-81.230164,Flat Sea Star
3048842,2015-09-26,29.6710366667,-84.832625,Two-banded Sea Star
3051964,2016-03-14,32.792495,-79.7750383333,Forbes's Sea Star
3052310,2016-03-14,32.792495,-79.7750383333,Forbes's Sea Star
3154986,2016-05-06,21.203618,-86.733627,Guilding's Sea Star
3166122,2016-05-13,25.744025,-80.2103716667,Long-armed Burrowing Brittle Stars
3189246,2016-05-16,25.7438050807,-80.210296619,
3208762,2008-09-17,18.592619,-87.316522,Red Cushion Sea Star
3220856,2016-03-28,32.6844374154,-79.8852060494,Forbes's Sea Star
3341117,2016-05-30,27.3312323867,-82.5736785495,
3370352,2016-06-02,27.5107883333,-82.7224116667,Gray Sea Star
3452418,2016-06-13,19.642709,-96.394172,
3493214,2016-06-09,21.123256,-86.737833,
3498047,2015-06-22,27.4010252491,-97.3066722974,Two-spined Sea Star
3542736,2016-05-12,19.2938688588,-81.0934191942,Sponge Brittle Star
3591719,2016-06-24,24.8779836,-80.6767321,Blunt-spined Brittle Star
3591724,2016-06-24,24.8779836,-80.6767321,Banded-arm Brittle Star
3593602,2016-06-26,24.8240255,-80.8136783,Small-spine Sea Star
3620008,2016-06-24,24.8240255,-80.8136783,Angular Brittle Star
3656140,2015-04-28,23.5057729,-75.7807525,Red Cushion Sea Star
3668439,2016-07-12,18.2497869375,-78.3573075011,Red Cushion Sea Star
3718425,2016-07-09,21.1988165388,-86.7247009277,
3718493,2016-07-09,21.1991366289,-86.7222976685,
3732843,2016-07-22,25.0823997008,-80.6398795266,Conical Spined Sea Star
3805847,2013-05-06,20.4143038053,-87.0163536072,Brittle Stars
3805848,2013-05-06,20.4161338064,-87.0147442818,
3823811,2016-06-30,29.7682533333,-85.4013966667,Two-banded Sea Star
3837387,2015-07-10,19.177457,-96.08987,Guilding's Sea Star
3837557,2016-06-10,32.1621910204,-80.8019460031,Gray Sea Star
3882382,2015-12-27,32.6473509588,-79.9782464595,Forbes's Sea Star
3901728,2016-05-27,20.974928451,-97.3098316134,Two-spined Sea Star
3913509,2016-08-10,21.1286200329,-86.7410945892,Sponge Brittle Star
3944986,2016-06-15,27.8311229373,-97.0488084108,Two-banded Sea Star
3945037,2016-06-15,27.8310004853,-97.0491128415,
3947721,2016-08-23,18.1713484582,-76.3863521566,Red Cushion Sea Star
3977330,2016-08-17,24.7847207,-80.8966296,
3977453,2016-08-17,24.8384464,-80.7586809,Red Cushion Sea Star
3977653,2014-06-07,30.211137,-88.9641261,Gray Sea Star
3983410,2016-08-20,24.8780638356,-80.6781970701,Spiny Brittle Star
3984542,2016-08-21,24.7847207,-80.8966296,Blunt-spined Brittle Star
3994290,2016-05-09,33.5926568717,-78.9829754277,Gray Sea Star
4031858,2016-09-03,32.8194131,-79.7343791,Forbes's Sea Star
4059111,2016-04-23,29.8530748068,-81.2640958519,Flat Sea Star
4081017,2016-09-10,36.0690611667,-75.6916116667,Forbes's Sea Star
4100289,2016-09-08,20.8681806831,-86.8655778401,Red Cushion Sea Star
4175578,2016-09-13,21.1278594552,-86.7422103882,Sponge Brittle Star
4176849,2016-09-14,21.1984485,-86.7161178,Guilding's Sea Star
4211021,2016-06-30,26.4269623252,-82.1030294895,Nine-armed Sea Star
4248661,2016-07-13,17.7426502,-88.0235311,Red Cushion Sea Star
4286189,2016-10-01,21.2002169282,-86.7165899277,Red Cushion Sea Star
4326366,2016-10-10,32.8194131,-79.7343791,Gray Sea Star
4335121,2016-09-29,21.482817398,-86.7962151909,Red Cushion Sea Star
4422656,2016-10-13,21.2010571555,-86.7205810547,Red Cushion Sea Star
4427411,2016-10-15,21.1594401586,-97.2880554199,
4427434,2016-09-19,21.1639225517,-97.292175293,White Sea Star
4490146,2016-11-02,29.9099407196,-84.4989776611,Brittle Stars
4495054,2016-11-04,29.899245,-84.53682,Two-banded Sea Star
4495055,2016-11-04,29.9164100339,-84.5105108758,Two-spined Sea Star
4495059,2016-11-04,29.9164346005,-84.5105820252,Two-banded Sea Star
4495064,2016-11-04,29.9176283333,-84.51963,
4513128,2016-11-07,29.9029966667,-84.50483,Brittle Stars
4532627,2016-06-08,27.2411434668,-82.53175571,
4592851,2010-03-14,25.8344632976,-81.5085968756,Small-spine Sea Star
4610483,2016-11-21,29.9039805015,-84.4798931987,
4652855,2016-03-29,19.3734216841,-81.2718129158,Red Cushion Sea Star
4718785,2016-08-31,27.713736,-97.332795,Brittle Stars
4721858,2016-09-15,27.710659,-97.328631,Brittle Stars
4728206,2016-09-21,27.6247587,-97.2147107,Brittle Stars
4758024,2016-09-20,27.8437833333,-97.1452471667,Brittle Stars
4761240,2016-09-20,27.853883,-97.059937,Brittle Stars
4767517,2016-12-11,27.6443361111,-82.7427305556,Gray Sea Star
4781789,2016-12-16,26.454248,-82.014779,Conical Spined Sea Star
4781790,2016-12-16,26.454091,-82.01445,Conical Spined Sea Star
4781803,2016-12-16,26.452912,-82.013417,
4833064,2016-12-22,27.975155,-82.821205,
4843972,2016-12-23,26.7357695553,-82.2658376531,
4860319,2016-12-18,21.3904403609,-88.9062809944,
4868127,2014-06-27,29.896372,-81.2821647,Forbes's Sea Star
4885527,2013-07-21,20.4229839,-86.9223432,Red Cushion Sea Star
4885602,2013-07-23,20.4229839,-86.9223432,Giant Basket Star
4891877,2013-07-26,20.4229839,-86.9223432,Sponge Brittle Star
4893221,2016-09-20,19.2952662774,-81.3906669617,Sponge Brittle Star
4900288,2013-07-20,21.2366946,-86.7357679,Red Cushion Sea Star
4921236,2013-06-27,26.4516124,-81.957168,Nine-armed Sea Star
4921797,2012-10-29,40.1013462098,-74.0326985445,Forbes's Sea Star
4925200,2013-04-28,40.1023250207,-74.0504469654,Common Sea Star
4935304,2016-02-07,21.169685429,-90.0183677673,Gray Sea Star
4935305,2016-02-07,21.1702857158,-90.0184106831,
4935306,2016-02-07,21.1694052922,-90.0199985481,Luidia Sea Stars
4935307,2016-02-07,21.1701656587,-90.0168228149,
4937220,2017-01-13,18.4188136166,-77.0564007879,Red Cushion Sea Star
4944286,2017-01-14,21.1617814226,-90.0519061103,Conical Spined Sea Star
4944345,2017-01-14,21.1613612008,-90.0518417358,
4959387,2017-01-16,26.4436633559,-82.0931344014,Small-spine Sea Star
5009802,2015-07-01,19.1835010003,-96.1218647895,
5076859,2017-01-29,26.4471367266,-82.0211684704,Nine-armed Sea Star
5096611,2017-01-29,29.7757555556,-81.2527166667,Forbes's Sea Star
5102596,2017-02-12,21.506395,-87.3921583333,Red Cushion Sea Star
5102617,2017-02-11,21.5280883333,-87.3755116667,Long-armed Burrowing Brittle Stars
5102879,2017-02-12,21.165603,-90.041928,Conical Spined Sea Star
5140471,2017-02-18,21.22969,-89.9017316667,
5189324,2013-02-10,19.062205,-95.9987083333,
5194591,2017-02-22,24.5300712116,-75.6065211412,
5214674,2017-02-24,26.3426528094,-81.828918457,Nine-armed Sea Star
5236522,2017-02-27,18.456245,-77.955855,Blunt-spined Brittle Star
5293721,2017-01-12,32.640296393,-79.9674010271,Forbes's Sea Star
5300053,2016-10-10,33.6890603,-78.8866943,Forbes's Sea Star
5373131,2017-03-03,21.2024175134,-86.7190361023,Red Cushion Sea Star
5375013,2017-03-16,26.3926898851,-81.7896710962,Brittle Stars
5382440,2017-03-12,18.5083222222,-87.7571222222,Red Cushion Sea Star
5382441,2017-03-12,18.5081722222,-87.7550527778,Red Cushion Sea Star
5382442,2017-03-12,18.5076566667,-87.7561483333,Red Cushion Sea Star
5382443,2017-03-12,18.5076566667,-87.7561483333,Red Cushion Sea Star
5383513,2017-03-12,18.5076100739,-87.7566432953,Brittle Stars
5397046,2017-01-30,21.2320565333,-86.8005108833,Red Cushion Sea Star
5416944,2017-03-20,25.9249103363,-81.7300880961,Brittle Stars
5416996,2017-03-21,25.9272916667,-81.731155,Brittle Stars
5478708,2017-03-11,18.625516,-87.725091,Red ophiocoma
5478709,2017-03-11,18.625845,-87.726002,Oersted's Brittle Star
5478710,2017-03-11,18.625519,-87.726496,Circle-marked Brittle Star
5478792,2017-03-11,18.625955,-87.724621,Green Serpent Star
5478843,2017-03-11,18.663577,-87.72172,
5481788,2017-03-12,18.664597,-87.721623,Banded Ophiocoma
5481928,2017-03-11,18.66622,-87.721451,Blunt-spined Brittle Star
5483739,2017-03-12,18.51,-87.756148,Scaly Brittle Star
5548128,2017-03-29,26.9544034588,-82.3664651707,Gray Sea Star
5554850,2017-03-30,26.8820326669,-82.3312692522,
5574583,2017-04-04,27.3459665,-82.5672727,Brittle Stars
5601399,2017-03-10,25.6152064869,-80.30530069,
5648367,2015-11-18,21.521897,-87.379832,
5749463,2017-02-21,20.6342809301,-87.057991549,
5781966,2009-01-30,24.7196666667,-81.016,Red Cushion Sea Star
5893632,2017-04-13,21.2029776572,-86.7264604568,
5911099,2017-04-04,24.70463,-81.1552805,Brittle Stars
5911107,2017-04-04,24.7046383333,-81.1553278333,Red Cushion Sea Star
5951836,2017-04-22,27.8284533333,-97.1460028333,Gray Sea Star
6003048,2016-03-17,31.1437190241,-81.367697864,Forbes's Sea Star
6039904,2017-05-01,27.7147000982,-97.3196506687,Gray Sea Star
6039908,2017-05-01,27.7147177421,-97.3196371739,Gray Sea Star
6041208,2017-05-01,27.7146752458,-97.3196265289,Gray Sea Star
6041585,2017-05-01,27.7146639691,-97.3196214956,Gray Sea Star
6047029,2017-05-01,27.714705,-97.319625,Gray Sea Star
6051466,2017-05-01,27.7146926802,-97.3195557856,Gray Sea Star
6114916,2017-05-04,38.958625,-74.9641716667,Forbes's Sea Star
6129820,2017-03-17,26.7825531446,-80.041998813,Red Cushion Sea Star
6156770,2016-09-05,27.8317611017,-97.041918595,
6247381,2016-06-28,26.2121214985,-97.1730319038,Two-banded Sea Star
6339828,2017-05-23,26.4528416504,-82.01354258,
6339980,2017-05-23,26.4526002294,-82.0136409543,Nine-armed Sea Star
6363111,2017-05-05,20.8568968747,-90.4029536247,Gray Sea Star
6386281,2017-05-26,26.4430299975,-82.0286537677,Amphilepididans
6388009,2017-05-27,27.46358426,-82.65686328,
6417238,2017-05-29,26.4016642794,-81.8877800369,Brittle Stars
6514882,2017-05-13,20.5031033333,-87.2191616667,Red Cushion Sea Star
6521417,2017-05-25,26.4353833333,-82.0428305,Nine-armed Sea Star
6542323,2017-06-07,25.72277,-80.1462083333,Red Cushion Sea Star
6581924,2017-06-09,26.3652770246,-81.8623320758,Nine-armed Sea Star
6598192,2017-06-11,25.1245879655,-80.4496608583,Sea Stars
6599037,2017-06-04,25.0465,-80.4481283333,Red Cushion Sea Star
6618231,2017-03-10,25.6153616667,-80.305175,
6627787,2017-06-09,29.913578854,-84.5104837418,Conical Spined Sea Star
6627789,2017-06-09,29.913578854,-84.5104837418,Conical Spined Sea Star
6630731,2017-06-09,30.0261509584,-84.385471344,Flat Sea Star
6630732,2017-06-09,30.0261509584,-84.385471344,Two-banded Sea Star
6631588,2017-06-10,30.0261509584,-84.3860507011,Elegant Brittle Star
6631589,2017-06-10,30.0261509584,-84.3860507011,Elegant Brittle Star
6631590,2017-06-10,30.0261509584,-84.3860507011,Gray Sea Star
6631591,2017-06-10,30.0261509584,-84.3860507011,Gray Sea Star
6631593,2017-06-10,30.0261509584,-84.3860507011,Conical Spined Sea Star
6631594,2017-06-10,30.0261509584,-84.3860507011,Angular Brittle Star
6664746,2017-06-12,20.4861087799,-87.24193573,
6681915,2017-06-16,29.078895815,-80.9436429664,Brittle Stars
6731139,2017-06-20,29.7137661511,-81.2337189262,
6743894,2017-06-21,32.7756283333,-79.8114466667,Gray Sea Star
6787985,2017-06-13,30.1970693331,-88.0567932129,Gray Sea Star
6819250,2017-06-17,24.1149426579,-74.521194444,Red Cushion Sea Star
6834859,2017-06-22,29.6622674025,-84.8601835936,Two-banded Sea Star
6849373,2017-06-12,31.389,-80.8967,Flat Sea Star
6882569,2017-07-01,27.47655,-97.2739116667,Gray Sea Star
6894353,2017-06-27,24.8314759863,-80.8040571213,Circle-marked Brittle Star
6894459,2017-06-27,24.8314759863,-80.8040571213,Conical Spined Sea Star
6902482,2013-07-23,19.3098014225,-81.3007164001,Red Cushion Sea Star
6909394,2015-12-25,32.7987333333,-79.7458633333,Forbes's Sea Star
6916145,2017-07-04,24.7047133333,-81.1552055,Spiny Brittle Star
6934454,2017-06-25,21.2366946,-86.7357679,Red Cushion Sea Star
7076608,2017-07-16,27.5112133333,-82.7226783333,Gray Sea Star
7081739,2017-07-04,40.0957569408,-73.6483271929,Northern Blood Star
7081804,2017-07-04,40.0905041121,-73.6534770342,Forbes's Sea Star
7092982,2016-05-06,32.0236900941,-80.8430755511,Forbes's Sea Star
7139217,2017-07-20,28.9642300644,-95.2685324043,Long-armed Burrowing Brittle Stars
7164733,2017-07-22,26.4476431674,-81.945447363,Brittle Stars
7167366,2017-06-01,25.9200994906,-81.7310238425,Nine-armed Sea Star
7172040,2017-07-22,33.656935,-78.920341,Gray Sea Star
7173906,2017-07-23,33.6442253273,-78.9326707554,Gray Sea Star
7196506,2017-07-21,21.194175153,-86.7444419861,
7238178,2017-04-06,27.8348713237,-97.0457553859,Gray Sea Star
7242276,2016-02-20,26.7747107,-77.3295708,Red Cushion Sea Star
7249511,2017-07-28,29.69132288,-85.32962344,Small-spine Sea Star
7249985,2017-07-28,29.69328279,-85.32512763,Green Serpent Star
7269488,2017-07-29,26.3776083333,-81.8650666667,Nine-armed Sea Star
7292725,2015-10-24,32.2207416667,-80.66645,Forbes's Sea Star
7299122,2017-07-31,29.68717442,-85.3301802,
7303155,2011-03-20,25.452597,-80.200032,Red Cushion Sea Star
7306817,2017-08-01,26.4245083333,-82.0962138333,Nine-armed Sea Star
7306854,2017-08-01,26.4242883333,-82.0955971667,Elegant Brittle Star
7310075,2016-03-29,32.2214472222,-80.6654444444,Forbes's Sea Star
7322684,2017-05-30,32.217275,-80.6659694444,Gray Sea Star
7360327,2015-07-12,32.2156194444,-80.6681277778,Gray Sea Star
7365299,2015-07-31,32.1911583333,-80.69735,Gray Sea Star
7381233,2011-06-16,19.2040496029,-96.0660195351,
7385703,2011-03-11,32.7825558764,-79.7898353532,Gray Sea Star
7401884,2017-07-19,20.5003105711,-86.9625972254,Red Cushion Sea Star
7402049,2017-07-19,20.4999487929,-86.962425564,Sponge Brittle Star
7423797,2015-10-24,32.2212444444,-80.6665194444,Forbes's Sea Star
7430517,2009-03-23,19.2006427466,-96.064619422,
7444031,2010-10-11,19.2044700725,-96.0698926449,
7444048,2012-11-01,19.0994938757,-95.9803390503,Red Cushion Sea Star
7461802,2016-03-01,26.8291479,-77.3712026,Red Cushion Sea Star
7463041,2017-07-24,24.6559412928,-81.277016336,Red Cushion Sea Star
7470721,2017-08-06,21.2023374927,-86.7404937744,Red Cushion Sea Star
7472233,2017-08-12,26.2796370828,-81.827230915,Nine-armed Sea Star
7515895,2012-11-03,19.086065,-95.960175,Red Cushion Sea Star
7516853,2013-01-24,19.1951784014,-96.1221152545,
7532649,2017-08-15,19.3868136739,-81.4526367188,Brittle Stars
7534129,2017-08-17,24.6669144803,-81.247380338,Red Cushion Sea Star
7552496,2011-09-12,19.2280450435,-96.0615885261,
7554989,2017-08-18,26.3999234751,-81.8816295101,Nine-armed Sea Star
7572027,2017-08-18,27.7212843568,-82.7456257142,Luidia Sea Stars
7572028,2017-08-18,27.7299830795,-82.7383851129,Gray Sea Star
7572029,2017-08-18,27.6542917833,-82.7412589659,Gray Sea Star
7576063,2017-08-20,29.6343057,-81.2064389,Flat Sea Star
7587907,2017-07-17,19.3563833333,-81.2836,Red Cushion Sea Star
7661937,2010-05-31,25.9371161184,-81.7334585671,Brittle Stars
7662032,2010-06-01,25.9205823299,-81.7267580859,Small-spine Sea Star
7701343,2017-08-09,32.1505610179,-80.7435960882,Gray Sea Star
7716905,2017-08-22,26.6742329483,-78.987971954,Red Cushion Sea Star
7716935,2017-08-22,26.7162237717,-78.980510719,
7753154,2017-09-02,29.68213128,-85.31212601,Two-banded Sea Star
7801981,2017-08-31,21.1917743791,-86.7289924622,Red Cushion Sea Star
7884866,2015-12-25,32.6409770819,-79.966744221,Forbes's Sea Star
7884878,2016-01-01,32.6428926359,-79.966430403,Forbes's Sea Star
7885351,2017-07-22,20.5000593363,-86.9618783926,Blunt-spined Brittle Star
7885642,2017-07-22,20.4999688917,-86.9621466143,Reticulated Brittle Star
7889600,2017-09-12,33.4415593618,-79.1114541428,Forbes's Sea Star
7889671,2017-09-12,33.4421994266,-79.1114363719,Short-spined Ophioderma
7903431,2010-08-17,20.82773333,-86.88477,Red Cushion Sea Star
7910373,2017-09-13,26.4017197794,-81.885371299,Elegant Brittle Star
7930623,2016-09-21,19.008719,-87.58502929,Red Cushion Sea Star
7966360,2014-06-07,29.8272228241,-81.2708358765,Forbes's Sea Star
8065489,2017-09-23,29.8589897156,-81.2671356201,
8087689,2017-07-22,33.6794133333,-78.8908916667,Gray Sea Star
8256464,2017-10-04,27.7150091198,-97.3252579053,Sea Stars
8256481,2017-10-04,27.715007377,-97.3252638718,Sea Stars
8296413,2017-08-02,20.4999688917,-86.9624041064,Guilding's Sea Star
8312731,2010-06-30,30.7577782163,-81.4607987829,Gray Sea Star
8392329,2006-09-19,34.6188152746,-76.5177648433,Forbes's Sea Star
8615135,2017-09-13,21.5270874567,-87.3713739922,Brittle Stars
8660928,2017-11-02,27.1385822189,-96.3779492125,Sea Stars
8666889,2017-11-03,26.0357055664,-81.7747650146,Gray Sea Star
8666891,2017-11-03,26.0357055664,-81.7747650146,Nine-armed Sea Star
8669365,2016-03-26,21.5274383146,-87.376403086,Sea Stars
8795016,2015-05-21,22.5757762688,-78.6409521103,Paxillosidan Sea Stars
8842412,2010-07-30,18.2713888,-87.8358333,Giant Basket Star
8854937,2012-06-09,39.9458735006,-74.0694792196,
8861896,2017-11-18,30.074694,-84.180894,Conical Spined Sea Star
8865030,2017-11-19,33.66422,-78.9098366667,
8972877,2016-05-28,21.083218,-97.2558458,Guilding's Sea Star
9022684,2016-11-27,27.7537454847,-82.6285628889,Brittle Stars
9044043,2017-12-02,27.7148867965,-97.321344316,Gray Sea Star
9103593,2017-12-09,27.7148572404,-97.3211153156,Gray Sea Star
9104718,2017-12-09,27.5550755714,-97.2340589731,Gray Sea Star
9110409,2017-12-10,26.4384380224,-82.1288929281,Nine-armed Sea Star
9115015,2017-12-10,27.5048065552,-97.2600690681,Two-spined Sea Star
9115026,2017-12-10,27.5060044199,-97.2593694473,Gray Sea Star
9120990,2017-12-10,27.713512992,-97.3180570992,Gray Sea Star
9124791,2017-12-11,26.482605,-82.184128,Small-spine Sea Star
9126813,2017-12-11,26.436810999,-82.126033708,Nine-armed Sea Star
9128849,2017-12-11,27.7155133333,-97.3210966667,Gray Sea Star
9137555,2017-12-12,27.7160719224,-97.3221995217,Gray Sea Star
